ID, IMDB_rating, Title, Rated, Runtime, Genre, Votes, Gross, Metascore
tt0111161,9.3,The Shawshank Redemption,R,142 min,Drama,2194115,$28.34M,80
        tt0068646,9.2,The Godfather,R,175 min,Crime  Drama,1511727,$134.97M,100
        tt0468569,9,The Dark Knight,PG-13,152 min,Action  Crime  Drama,2176590,$534.86M,84
        tt0071562,9,The Godfather: Part II,R,202 min,Crime  Drama,1058941,$57.30M,90
        tt0167260,8.9,The Lord of the Rings: The Return of the King,PG-13,201 min,Adventure  Drama  Fantasy,1560333,$377.85M,94
        tt0110912,8.9,Pulp Fiction,R,154 min,Crime  Drama,1724280,$107.93M,94
        tt0108052,8.9,Schindler's List,R,195 min,Biography  Drama  History,1145319,$96.90M,94
        tt0050083,8.9,12 Angry Men,Not Rated,96 min,Drama,640147,$4.36M,96
        tt1375666,8.8,Inception,PG-13,148 min,Action  Adventure  Sci-Fi,1925428,$292.58M,74
        tt0137523,8.8,Fight Club,R,139 min,Drama,1752584,$37.03M,66
        tt0120737,8.8,The Lord of the Rings: The Fellowship of the Ring,PG-13,178 min,Action  Adventure  Drama,1572175,$315.54M,92
        tt0109830,8.8,Forrest Gump,PG-13,142 min,Drama  Romance,1693081,$330.25M,82
        tt0060196,8.8,The Good the Bad and the Ugly,R,178 min,Western,650807,$6.10M,90
        tt0167261,8.7,The Lord of the Rings: The Two Towers,PG-13,179 min,Adventure  Drama  Fantasy,1408653,$342.55M,87
        tt0133093,8.7,The Matrix,R,136 min,Action  Sci-Fi,1580049,$171.48M,73
        tt0099685,8.7,Goodfellas,R,146 min,Biography  Crime  Drama,954673,$46.84M,90
        tt0080684,8.7,Star Wars: Episode V - The Empire Strikes Back,PG,124 min,Action  Adventure  Fantasy,1101779,$290.48M,82
        tt0073486,8.7,One Flew Over the Cuckoo's Nest,R,133 min,Drama,865265,$112.00M,83
        tt0056058,8.7,Harakiri,Not Rated,133 min,Action  Drama  History,30590,NaN,85
        tt7286456,8.6,Joker,R,122 min,Crime  Drama  Thriller,693980,$192.73M,59
        tt6751668,8.6,Parasite,R,132 min,Comedy  Drama  Thriller,280327,NaN,96
        tt0816692,8.6,Interstellar,PG-13,169 min,Adventure  Drama  Sci-Fi,1378729,$188.02M,74
        tt0317248,8.6,City of God,R,130 min,Crime  Drama,667738,$7.56M,79
        tt0245429,8.6,Spirited Away,PG,125 min,Animation  Adventure  Family,588590,$10.06M,96
        tt0120815,8.6,Saving Private Ryan,R,169 min,Drama  War,1163892,$216.54M,91
        tt0120689,8.6,The Green Mile,R,189 min,Crime  Drama  Fantasy,1070621,$136.80M,61
        tt0118799,8.6,Life Is Beautiful,PG-13,116 min,Comedy  Drama  Romance,581894,$57.60M,59
        tt0114369,8.6,Se7en,R,127 min,Crime  Drama  Mystery,1351686,$100.13M,65
        tt0102926,8.6,The Silence of the Lambs,R,118 min,Crime  Drama  Thriller,1191014,$130.74M,85
        tt0076759,8.6,Star Wars: Episode IV - A New Hope,PG,121 min,Action  Adventure  Fantasy,1173878,$322.74M,90
        tt0047478,8.6,Seven Samurai,Not Rated,207 min,Action  Adventure  Drama,297102,$0.27M,98
        tt0038650,8.6,It's a Wonderful Life,Not Rated,130 min,Drama  Family  Fantasy,376635,NaN,89
        tt8579674,8.5,1917,R,119 min,Drama  War,198314,NaN,78
        tt6316138,8.5,Ayla: The Daughter of War,R,125 min,Biography  Drama  History,29443,NaN,78
        tt4154796,8.5,Avengers: Endgame,PG-13,181 min,Action  Adventure  Drama,672719,$858.37M,78
        tt4154756,8.5,Avengers: Infinity War,PG-13,149 min,Action  Adventure  Sci-Fi,749525,$678.82M,68
        tt2582802,8.5,Whiplash,R,106 min,Drama  Music,658246,$13.09M,88
        tt1675434,8.5,The Intouchables,R,112 min,Biography  Comedy  Drama,710916,$13.18M,57
        tt0482571,8.5,The Prestige,PG-13,130 min,Drama  Mystery  Sci-Fi,1113143,$53.09M,66
        tt0407887,8.5,The Departed,R,151 min,Crime  Drama  Thriller,1122337,$132.38M,85
        tt0253474,8.5,The Pianist,R,150 min,Biography  Drama  Music,678531,$32.57M,85
        tt0172495,8.5,Gladiator,R,155 min,Action  Adventure  Drama,1267162,$187.71M,67
        tt0120586,8.5,American History X,R,119 min,Drama,987421,$6.72M,62
        tt0114814,8.5,The Usual Suspects,R,106 min,Crime  Mystery  Thriller,940883,$23.34M,77
        tt0110413,8.5,Léon: The Professional,R,110 min,Action  Crime  Drama,972438,$19.50M,64
        tt0110357,8.5,The Lion King,G,88 min,Animation  Adventure  Drama,887524,$422.78M,88
        tt0103064,8.5,Terminator 2: Judgment Day,R,137 min,Action  Sci-Fi,949386,$204.84M,75
        tt0095765,8.5,Cinema Paradiso,R,155 min,Drama,212483,$11.99M,80
        tt0095327,8.5,Grave of the Fireflies,Not Rated,89 min,Animation  Drama  War,211760,NaN,80
        tt0088763,8.5,Back to the Future,PG,116 min,Adventure  Comedy  Sci-Fi,982402,$210.61M,87
        tt0064116,8.5,Once Upon a Time in the West,PG-13,165 min,Western,284315,$5.32M,80
        tt0057565,8.5,High and Low,Not Rated,143 min,Crime  Drama  Mystery,26243,NaN,80
        tt0054215,8.5,Psycho,R,109 min,Horror  Mystery  Thriller,564651,$32.00M,97
        tt0034583,8.5,Casablanca,PG,102 min,Drama  Romance  War,494622,$1.02M,100
        tt0027977,8.5,Modern Times,G,87 min,Comedy  Drama  Family,202042,$0.16M,96
        tt0021749,8.5,City Lights,G,87 min,Comedy  Drama  Romance,155669,$0.02M,99
        tt8267604,8.4,Capharnaüm,R,126 min,Drama,38663,$1.66M,75
        tt5311514,8.4,Your Name.,PG,106 min,Animation  Drama  Fantasy,158462,$5.02M,79
        tt5074352,8.4,Dangal,Not Rated,161 min,Action  Biography  Drama,136103,$12.39M,79
        tt4633694,8.4,Spider-Man: Into the Spider-Verse,PG,117 min,Animation  Action  Adventure,297777,$190.24M,87
        tt3417422,8.4,Drishyam,Not Rated,160 min,Crime  Drama  Thriller,28347,NaN,87
        tt2380307,8.4,Coco,PG,105 min,Animation  Adventure  Family,321812,$209.73M,81
        tt1853728,8.4,Django Unchained,R,165 min,Drama  Western,1271379,$162.81M,81
        tt1345836,8.4,The Dark Knight Rises,PG-13,164 min,Action  Adventure,1441443,$448.14M,78
        tt1187043,8.4,3 Idiots,PG-13,170 min,Comedy  Drama,316777,$6.53M,67
        tt0986264,8.4,Taare Zameen Par,PG,165 min,Drama  Family,152120,$1.22M,67
        tt0910970,8.4,WALL·E,G,98 min,Animation  Adventure  Family,946062,$223.81M,95
        tt0405094,8.4,The Lives of Others,R,137 min,Drama  Mystery  Thriller,337457,$11.29M,89
        tt0364569,8.4,Oldboy,R,120 min,Action  Drama  Mystery,481626,$0.71M,77
        tt0209144,8.4,Memento,R,113 min,Mystery  Thriller,1066684,$25.54M,80
        tt0119698,8.4,Princess Mononoke,PG-13,134 min,Animation  Adventure  Fantasy,309902,$2.38M,76
        tt0087843,8.4,Once Upon a Time in America,R,229 min,Crime  Drama,291312,$5.32M,76
        tt0082971,8.4,Raiders of the Lost Ark,PG,115 min,Action  Adventure,842047,$248.16M,85
        tt0081505,8.4,The Shining,R,146 min,Drama  Horror,835362,$44.02M,66
        tt0078788,8.4,Apocalypse Now,R,147 min,Drama  Mystery  War,572164,$83.47M,94
        tt0078748,8.4,Alien,R,117 min,Horror  Sci-Fi,745093,$78.90M,89
        tt0057012,8.4,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,PG,95 min,Comedy,429178,$0.28M,97
        tt0051201,8.4,Witness for the Prosecution,Not Rated,116 min,Crime  Drama  Film-Noir,98658,$8.18M,97
        tt0050825,8.4,Paths of Glory,Not Rated,88 min,Drama  War,165051,NaN,97
        tt0047396,8.4,Rear Window,PG,112 min,Mystery  Thriller,417054,$36.76M,100
        tt0043014,8.4,Sunset Blvd.,Not Rated,110 min,Drama  Film-Noir,187931,NaN,100
        tt0032553,8.4,The Great Dictator,Passed,125 min,Comedy  Drama  War,189927,NaN,100
        tt8291224,8.3,Uri: The Surgical Strike,Not Rated,138 min,Action  Drama  War,37366,$4.19M,100
        tt8108198,8.3,Andhadhun,Not Rated,139 min,Crime  Thriller,56014,$1.37M,100
        tt2106476,8.3,The Hunt,R,115 min,Drama,256748,$0.69M,77
        tt1832382,8.3,A Separation,PG-13,123 min,Drama,206437,$7.10M,95
        tt1255953,8.3,Incendies,R,131 min,Drama  Mystery  War,132815,$6.86M,80
        tt0476735,8.3,Babam ve Oglum,R,108 min,Drama  Family,72315,NaN,80
        tt0435761,8.3,Toy Story 3,G,103 min,Animation  Adventure  Comedy,718967,$415.00M,92
        tt0361748,8.3,Inglourious Basterds,R,153 min,Adventure  Drama  War,1184704,$120.54M,69
        tt0338013,8.3,Eternal Sunshine of the Spotless Mind,R,108 min,Drama  Romance  Sci-Fi,858108,$34.40M,89
        tt0211915,8.3,Amélie,R,122 min,Comedy  Romance,673500,$33.23M,69
        tt0208092,8.3,Snatch,R,102 min,Comedy  Crime,745127,$30.33M,55
        tt0180093,8.3,Requiem for a Dream,R,102 min,Drama,726892,$3.64M,68
        tt0169547,8.3,American Beauty,R,122 min,Drama,1022873,$130.10M,84
        tt0119217,8.3,Good Will Hunting,R,126 min,Drama  Romance,805094,$138.43M,70
        tt0118849,8.3,Children of Heaven,PG,89 min,Drama  Family  Sport,58133,$0.93M,70
        tt0116231,8.3,The Bandit,TV-MA,128 min,Crime  Drama  Thriller,58675,NaN,70
        tt0114709,8.3,Toy Story,G,81 min,Animation  Adventure  Comedy,837465,$191.80M,95
        tt0112573,8.3,Braveheart,R,178 min,Biography  Drama  History,920085,$75.60M,68
        tt0105236,8.3,Reservoir Dogs,R,99 min,Crime  Drama  Thriller,868478,$2.83M,79
        tt0093058,8.3,Full Metal Jacket,R,116 min,Drama  War,637274,$46.36M,76
        tt0091251,8.3,Come and See,Not Rated,142 min,Drama  War,47942,NaN,76
        tt0090605,8.3,Aliens,R,137 min,Action  Adventure  Sci-Fi,622742,$85.16M,84
        tt0086879,8.3,Amadeus,R,160 min,Biography  Drama  History,350534,$51.97M,88
        tt0086250,8.3,Scarface,R,170 min,Crime  Drama,695176,$45.60M,65
        tt0086190,8.3,Star Wars: Episode VI - Return of the Jedi,PG,131 min,Action  Adventure  Fantasy,903430,$309.13M,58
        tt0082096,8.3,Das Boot,R,149 min,Adventure  Drama  Thriller,219250,$11.49M,86
        tt0075314,8.3,Taxi Driver,R,114 min,Crime  Drama,675805,$28.26M,94
        tt0070735,8.3,The Sting,PG,129 min,Comedy  Crime  Drama,229022,$159.60M,83
        tt0066921,8.3,A Clockwork Orange,R,136 min,Crime  Drama  Sci-Fi,718338,NaN,80
        tt0062622,8.3,2001: A Space Odyssey,G,149 min,Adventure  Sci-Fi,567774,$56.95M,84
        tt0059578,8.3,For a Few Dollars More,R,132 min,Western,217358,$15.00M,74
        tt0056172,8.3,Lawrence of Arabia,Approved,228 min,Adventure  Biography  Drama,252867,$44.82M,100
        tt0053604,8.3,The Apartment,Not Rated,125 min,Comedy  Drama  Romance,152053,$18.60M,94
        tt0053125,8.3,North by Northwest,Not Rated,136 min,Adventure  Mystery  Thriller,282519,$13.28M,98
        tt0052357,8.3,Vertigo,PG,128 min,Mystery  Romance  Thriller,337171,$3.20M,100
        tt0045152,8.3,Singin' in the Rain,G,103 min,Comedy  Musical  Romance,205904,$8.82M,99
        tt0044741,8.3,Ikiru,Not Rated,143 min,Drama,61824,$0.06M,99
        tt0040522,8.3,Bicycle Thieves,Not Rated,89 min,Drama,134860,$0.33M,99
        tt0036775,8.3,Double Indemnity,Passed,107 min,Crime  Drama  Film-Noir,134220,$5.72M,95
        tt0033467,8.3,Citizen Kane,PG,119 min,Drama  Mystery,377144,$1.59M,100
        tt0022100,8.3,M,Not Rated,99 min,Crime  Mystery  Thriller,134123,$0.03M,100
        tt0017136,8.3,Metropolis,Not Rated,153 min,Drama  Sci-Fi,150803,$1.24M,98
        tt0012349,8.3,The Kid,Not Rated,68 min,Comedy  Drama  Family,103922,$5.45M,98
        tt7838252,8.2,K.G.F: Chapter 1,Not Rated,156 min,Action  Drama,28396,NaN,98
        tt6966692,8.2,Green Book,PG-13,130 min,Biography  Comedy  Drama,293426,$85.08M,69
        tt5323662,8.2,A Silent Voice: The Movie,Not Rated,130 min,Animation  Drama  Family,33800,NaN,78
        tt5027774,8.2,Three Billboards Outside Ebbing Missouri,R,115 min,Comedy  Crime  Drama,383815,$54.51M,88
        tt4934950,8.2,Talvar,Not Rated,132 min,Crime  Drama  Mystery,27320,$0.34M,88
        tt4849438,8.2,Baahubali 2: The Conclusion,Not Rated,167 min,Action  Drama,69359,$20.19M,88
        tt4729430,8.2,Klaus,PG,96 min,Animation  Adventure  Comedy,58476,NaN,65
        tt4430212,8.2,Drishyam,Not Rated,163 min,Crime  Drama  Mystery,59856,$0.74M,65
        tt3322420,8.2,Queen,Not Rated,146 min,Comedy  Drama,57118,$1.43M,65
        tt2991224,8.2,Tangerines,Not Rated,87 min,Drama  War,35186,$0.14M,73
        tt2758880,8.2,Kis Uykusu,Not Rated,196 min,Drama,40180,$0.17M,88
        tt2356180,8.2,Bhaag milkha bhaag,Not Rated,186 min,Biography  Drama  Sport,57045,$1.63M,88
        tt2283748,8.2,OMG: Oh My God!,Not Rated,125 min,Comedy  Drama  Fantasy,47112,$0.92M,88
        tt2096673,8.2,Inside Out,PG,95 min,Animation  Adventure  Comedy,568160,$356.46M,94
        tt1954470,8.2,Gangs of Wasseypur,Not Rated,321 min,Action  Comedy  Crime,73257,NaN,89
        tt1950186,8.2,Ford v Ferrari,PG-13,152 min,Action  Biography  Drama,151696,NaN,81
        tt1620933,8.2,Paan Singh Tomar,Not Rated,135 min,Action  Biography  Crime,30329,$0.04M,81
        tt1305806,8.2,The Secret in Their Eyes,R,129 min,Drama  Mystery  Romance,180224,$6.39M,80
        tt1291584,8.2,Warrior,PG-13,140 min,Drama  Sport,416030,$13.66M,71
        tt1049413,8.2,Up,PG,96 min,Animation  Adventure  Comedy,883745,$293.00M,88
        tt0993846,8.2,The Wolf of Wall Street,R,180 min,Biography  Crime  Drama,1091892,$116.90M,75
        tt0871510,8.2,Chak de! India,Not Rated,153 min,Drama  Family  Sport,69392,$1.11M,68
        tt0469494,8.2,There Will Be Blood,R,158 min,Drama,483345,$40.22M,93
        tt0457430,8.2,Pan's Labyrinth,R,118 min,Drama  Fantasy  War,591211,$37.63M,98
        tt0434409,8.2,V for Vendetta,R,132 min,Action  Drama  Sci-Fi,982444,$70.51M,62
        tt0405508,8.2,Rang De Basanti,Not Rated,167 min,Comedy  Drama,104584,$2.20M,62
        tt0375611,8.2,Black,Not Rated,122 min,Drama,31981,$0.73M,62
        tt0372784,8.2,Batman Begins,PG-13,140 min,Action  Adventure,1242834,$206.85M,70
        tt0367110,8.2,Swades,Not Rated,189 min,Drama,77891,$1.22M,70
        tt0363163,8.2,Downfall,R,156 min,Biography  Drama  History,315909,$5.51M,82
        tt0347149,8.2,Howl's Moving Castle,PG,119 min,Animation  Adventure  Family,297408,$4.71M,80
        tt0268978,8.2,A Beautiful Mind,PG-13,135 min,Biography  Drama,802096,$170.74M,72
        tt0242519,8.2,Hera Pheri,Not Rated,156 min,Action  Comedy  Crime,51054,NaN,72
        tt0120735,8.2,Lock Stock and Two Smoking Barrels,R,107 min,Comedy  Crime,509333,$3.90M,66
        tt0119488,8.2,L.A. Confidential,R,138 min,Crime  Drama  Mystery,508671,$64.62M,90
        tt0113277,8.2,Heat,R,170 min,Crime  Drama  Thriller,544358,$67.44M,76
        tt0112641,8.2,Casino,R,178 min,Crime  Drama,435242,$42.44M,73
        tt0109117,8.2,Everyone Has Their Own Style,PG,160 min,Comedy  Family  Romance,46944,NaN,73
        tt0105695,8.2,Unforgiven,R,130 min,Drama  Western,355047,$101.16M,85
        tt0097576,8.2,Indiana Jones and the Last Crusade,PG-13,127 min,Action  Adventure,658221,$197.17M,65
        tt0096283,8.2,My Neighbor Totoro,G,86 min,Animation  Family  Fantasy,256826,$1.11M,86
        tt0095016,8.2,Die Hard,R,132 min,Action  Thriller,749485,$83.01M,72
        tt0089881,8.2,Ran,R,162 min,Action  Drama,103942,$3.52M,96
        tt0081398,8.2,Raging Bull,R,129 min,Biography  Drama  Sport,302845,$23.38M,89
        tt0079944,8.2,Stalker,Not Rated,162 min,Drama  Sci-Fi,104769,$0.23M,89
        tt0074896,8.2,The Message,PG,177 min,Biography  Drama  History,41297,NaN,89
        tt0073707,8.2,Sholay,Not Rated,162 min,Action  Adventure  Comedy,48560,NaN,89
        tt0071853,8.2,Monty Python and the Holy Grail,PG,91 min,Adventure  Comedy  Fantasy,478745,$1.23M,93
        tt0071315,8.2,Chinatown,R,130 min,Drama  Mystery  Thriller,276781,$29.20M,92
        tt0060107,8.2,Andrei Rublev,R,205 min,Biography  Drama  History,41869,$0.10M,92
        tt0057115,8.2,The Great Escape,Not Rated,172 min,Adventure  Drama  History,212697,$12.10M,87
        tt0056592,8.2,To Kill a Mockingbird,Not Rated,129 min,Crime  Drama,281592,NaN,88
        tt0055630,8.2,Yojimbo,Not Rated,110 min,Action  Drama  Thriller,102945,NaN,88
        tt0055031,8.2,Judgment at Nuremberg,Not Rated,179 min,Drama  War,64678,NaN,60
        tt0053291,8.2,Some Like It Hot,Not Rated,121 min,Comedy  Music  Romance,230183,$25.00M,98
        tt0050986,8.2,Wild Strawberries,Not Rated,91 min,Drama  Romance,88266,NaN,98
        tt0050976,8.2,The Seventh Seal,Not Rated,96 min,Drama  Fantasy,150582,NaN,98
        tt0046912,8.2,Dial M for Murder,PG,105 min,Crime  Thriller,146687,$0.01M,75
        tt0046438,8.2,Tokyo Story,Not Rated,136 min,Drama,46922,NaN,75
        tt0042876,8.2,Rashômon,Not Rated,88 min,Crime  Drama  Mystery,141986,$0.10M,98
        tt0042192,8.2,All About Eve,Passed,138 min,Drama,113837,$0.01M,98
        tt0042041,8.2,White Heat,Not Rated,114 min,Action  Crime  Drama,27342,NaN,98
        tt0040897,8.2,The Treasure of the Sierra Madre,Passed,126 min,Adventure  Drama  Western,107672,$5.01M,98
        tt0040725,8.2,The Red Shoes,Not Rated,135 min,Drama  Music  Romance,27659,$10.90M,98
        tt0015864,8.2,The Gold Rush,Not Rated,95 min,Adventure  Comedy  Drama,93460,$5.45M,98
        tt0015324,8.2,Sherlock Jr.,Not Rated,45 min,Action  Comedy  Romance,36390,$0.98M,98
        tt8367814,8.1,The Gentlemen,R,113 min,Action  Comedy  Crime,41107,NaN,51
        tt5571734,8.1,Pink,Not Rated,136 min,Drama  Thriller,34895,$1.24M,51
        tt4857264,8.1,The Invisible Guest,Not Rated,106 min,Crime  Mystery  Thriller,102149,NaN,51
        tt4016934,8.1,The Handmaiden,Not Rated,145 min,Drama  Romance  Thriller,92421,$2.01M,84
        tt3612616,8.1,Mommy,R,139 min,Drama,45735,$3.49M,74
        tt3390572,8.1,Haider,Not Rated,160 min,Crime  Drama  Thriller,47432,$0.90M,74
        tt3315342,8.1,Logan,R,137 min,Action  Drama  Sci-Fi,601108,$226.28M,77
        tt3170832,8.1,Room,R,118 min,Drama  Thriller,338080,$14.68M,86
        tt3011894,8.1,Relatos salvajes,R,122 min,Comedy  Drama  Thriller,160501,$3.11M,77
        tt0105236,8.3,Reservoir Dogs,R,99 min,Crime  Drama  Thriller,868478,$2.83M,79
        tt0093058,8.3,Full Metal Jacket,R,116 min,Drama  War,637274,$46.36M,76
        tt0091251,8.3,Come and See,Not Rated,142 min,Drama  War,47942,NaN,76
        tt0090605,8.3,Aliens,R,137 min,Action  Adventure  Sci-Fi,622742,$85.16M,84
        tt0086879,8.3,Amadeus,R,160 min,Biography  Drama  History,350534,$51.97M,88
        tt0086250,8.3,Scarface,R,170 min,Crime  Drama,695176,$45.60M,65
        tt0086190,8.3,Star Wars: Episode VI - Return of the Jedi,PG,131 min,Action  Adventure  Fantasy,903430,$309.13M,58
        tt0082096,8.3,Das Boot,R,149 min,Adventure  Drama  Thriller,219250,$11.49M,86
        tt0075314,8.3,Taxi Driver,R,114 min,Crime  Drama,675805,$28.26M,94
        tt0070735,8.3,The Sting,PG,129 min,Comedy  Crime  Drama,229022,$159.60M,83
        tt0066921,8.3,A Clockwork Orange,R,136 min,Crime  Drama  Sci-Fi,718338,NaN,80
        tt0062622,8.3,2001: A Space Odyssey,G,149 min,Adventure  Sci-Fi,567774,$56.95M,84
        tt0059578,8.3,For a Few Dollars More,R,132 min,Western,217358,$15.00M,74
        tt0056172,8.3,Lawrence of Arabia,Approved,228 min,Adventure  Biography  Drama,252867,$44.82M,100
        tt0053604,8.3,The Apartment,Not Rated,125 min,Comedy  Drama  Romance,152053,$18.60M,94
        tt0053125,8.3,North by Northwest,Not Rated,136 min,Adventure  Mystery  Thriller,282519,$13.28M,98
        tt0052357,8.3,Vertigo,PG,128 min,Mystery  Romance  Thriller,337171,$3.20M,100
        tt0045152,8.3,Singin' in the Rain,G,103 min,Comedy  Musical  Romance,205904,$8.82M,99
        tt0044741,8.3,Ikiru,Not Rated,143 min,Drama,61824,$0.06M,99
        tt0040522,8.3,Bicycle Thieves,Not Rated,89 min,Drama,134860,$0.33M,99
        tt0036775,8.3,Double Indemnity,Passed,107 min,Crime  Drama  Film-Noir,134220,$5.72M,95
        tt0033467,8.3,Citizen Kane,PG,119 min,Drama  Mystery,377144,$1.59M,100
        tt0022100,8.3,M,Not Rated,99 min,Crime  Mystery  Thriller,134123,$0.03M,100
        tt0017136,8.3,Metropolis,Not Rated,153 min,Drama  Sci-Fi,150803,$1.24M,98
        tt0012349,8.3,The Kid,Not Rated,68 min,Comedy  Drama  Family,103922,$5.45M,98
        tt7838252,8.2,K.G.F: Chapter 1,Not Rated,156 min,Action  Drama,28396,NaN,98
        tt6966692,8.2,Green Book,PG-13,130 min,Biography  Comedy  Drama,293426,$85.08M,69
        tt5323662,8.2,A Silent Voice: The Movie,Not Rated,130 min,Animation  Drama  Family,33800,NaN,78
        tt5027774,8.2,Three Billboards Outside Ebbing Missouri,R,115 min,Comedy  Crime  Drama,383815,$54.51M,88
        tt4934950,8.2,Talvar,Not Rated,132 min,Crime  Drama  Mystery,27320,$0.34M,88
        tt4849438,8.2,Baahubali 2: The Conclusion,Not Rated,167 min,Action  Drama,69359,$20.19M,88
        tt4729430,8.2,Klaus,PG,96 min,Animation  Adventure  Comedy,58476,NaN,65
        tt4430212,8.2,Drishyam,Not Rated,163 min,Crime  Drama  Mystery,59856,$0.74M,65
        tt3322420,8.2,Queen,Not Rated,146 min,Comedy  Drama,57118,$1.43M,65
        tt2991224,8.2,Tangerines,Not Rated,87 min,Drama  War,35186,$0.14M,73
        tt2758880,8.2,Kis Uykusu,Not Rated,196 min,Drama,40180,$0.17M,88
        tt2356180,8.2,Bhaag milkha bhaag,Not Rated,186 min,Biography  Drama  Sport,57045,$1.63M,88
        tt2283748,8.2,OMG: Oh My God!,Not Rated,125 min,Comedy  Drama  Fantasy,47112,$0.92M,88
        tt2096673,8.2,Inside Out,PG,95 min,Animation  Adventure  Comedy,568160,$356.46M,94
        tt1954470,8.2,Gangs of Wasseypur,Not Rated,321 min,Action  Comedy  Crime,73257,NaN,89
        tt1950186,8.2,Ford v Ferrari,PG-13,152 min,Action  Biography  Drama,151696,NaN,81
        tt1620933,8.2,Paan Singh Tomar,Not Rated,135 min,Action  Biography  Crime,30329,$0.04M,81
        tt1305806,8.2,The Secret in Their Eyes,R,129 min,Drama  Mystery  Romance,180224,$6.39M,80
        tt1291584,8.2,Warrior,PG-13,140 min,Drama  Sport,416030,$13.66M,71
        tt1049413,8.2,Up,PG,96 min,Animation  Adventure  Comedy,883745,$293.00M,88
        tt0993846,8.2,The Wolf of Wall Street,R,180 min,Biography  Crime  Drama,1091892,$116.90M,75
        tt0871510,8.2,Chak de! India,Not Rated,153 min,Drama  Family  Sport,69392,$1.11M,68
